name,latitude,longitude,region,population
La Garnache,46.8906,-1.8311,Pays de la Loire,5075
Sainte-Marie-aux-Mines,48.2467,7.1839,Grand Est,5072
Lambres-lès-Douai,50.3531,3.0678,Hauts-de-France,5071
Laillé,47.9778,-1.7183,Bretagne,5069
Forcalquier,43.9592,5.7797,Provence-Alpes-Côte d’Azur,5069
Marquise,50.8147,1.7033,Hauts-de-France,5064
Villefranche-sur-Mer,43.7042,7.3117,Provence-Alpes-Côte d’Azur,5064
Trilport,48.9572,2.9492,Île-de-France,5061
Salbris,47.4253,2.0519,Centre-Val de Loire,5060
Tourves,43.4081,5.9239,Provence-Alpes-Côte d’Azur,5056
Florensac,43.3828,3.465,Occitanie,5051
Gruissan,43.1069,3.0883,Occitanie,5044
Muzillac,47.5531,-2.4817,Bretagne,5041
Saint-Genis-les-Ollières,45.7572,4.7264,Auvergne-Rhône-Alpes,5036
Villette-d’Anthon,45.7953,5.1158,Auvergne-Rhône-Alpes,5035
Seichamps,48.7158,6.2661,Grand Est,5030
La Balme-de-Sillingy,45.9611,6.0419,Auvergne-Rhône-Alpes,5027
Coublevie,45.3556,5.6167,Auvergne-Rhône-Alpes,5026
Bitche,49.0517,7.4253,Grand Est,5025
Champagne-sur-Oise,49.1358,2.2356,Île-de-France,5024
Cazouls-lès-Béziers,43.3922,3.1014,Occitanie,5023
La Grand-Combe,44.2111,4.0294,Occitanie,5021
Pulnoy,48.7011,6.2583,Grand Est,5020
Le Bourget-du-Lac,45.6483,5.8597,Auvergne-Rhône-Alpes,5018
Moulins-lès-Metz,49.1064,6.1089,Grand Est,5016
Beaucourt,47.4861,6.9253,Bourgogne-Franche-Comté,5014
Saint-Mars-du-Désert,47.3664,-1.4058,Pays de la Loire,5009
Séméac,43.2281,0.1067,Occitanie,5005
Montbard,47.6231,4.3369,Bourgogne-Franche-Comté,5004
Conches-en-Ouche,48.9606,0.9425,Normandie,5004
Vernaison,45.6478,4.8114,Auvergne-Rhône-Alpes,5001
